idVenta,fecha,idCliente,nombreCliente,cantidadProductos,totalVentas
1505,2024-01-16,C008,Robert Brown,10,1699.9
1506,2024-03-31,C040,Joseph Edwards,5,299.95
1507,2024-03-25,C049,Rebeca Ponce,8,159.92
1508,2024-01-27,C027,Lorena Ramos,2,359.98
1509,2024-01-06,C001,Ana Martínez,10,99.9
1510,2024-02-25,C013,Patricia Sánchez,10,990.0
1511,2024-02-28,C015,Sonia Reyes,8,2399.92
1512,2024-01-25,C016,George Hill,7,2093.0
1513,2024-01-25,C042,Ethan Perry,7,1189.93
1514,2024-03-09,C027,Lorena Ramos,4,1196.0
1515,2024-03-29,C008,Robert Brown,9,7191.0
1516,2024-02-21,C008,Robert Brown,4,50.0
1517,2024-01-04,C008,Robert Brown,1,399.99
1518,2024-02-05,C015,Sonia Reyes,4,599.96
1519,2024-03-18,C006,Juan López,2,19.98
1520,2024-02-23,C002,John Smith,7,111.93
1521,2024-01-12,C019,Karina Vega,1,299.99
1522,2024-03-30,C040,Joseph Edwards,1,59.99
1523,2024-01-21,C004,James Johnson,3,509.97
1524,2024-02-07,C028,Arthur Wright,6,1499.94
1525,2024-03-17,C011,Nicole Díaz,10,7990.0
1526,2024-02-24,C030,Eduardo Freeman,8,127.92
1527,2024-02-09,C027,Lorena Ramos,10,1499.9
1528,2024-02-19,C014,Daniel Walker,4,59.96
1529,2024-01-20,C003,María Gutiérrez,2,51.0
1530,2024-01-12,C013,Patricia Sánchez,2,29.98
1531,2024-03-30,C021,Adriana Román,4,39.96
1532,2024-02-29,C028,Arthur Wright,6,95.94
1533,2024-01-28,C004,James Johnson,10,1699.9
1534,2024-01-09,C019,Karina Vega,9,1349.91
1535,2024-02-20,C033,Melissa Woods,1,149.99
1536,2024-02-03,C029,Beatriz Delgado,7,419.93
1537,2024-02-29,C047,Paula Vivas,1,169.99
1538,2024-01-25,C044,Chris Butler,5,49.95
1539,2024-02-24,C034,Andrés Flores,1,25.5
1540,2024-02-16,C004,James Johnson,4,239.96
1541,2024-02-07,C001,Ana Martínez,3,749.97
1542,2024-01-31,C046,Louis Kelly,7,104.93
1543,2024-02-28,C007,Karen Soto,3,107.97
1544,2024-01-21,C004,James Johnson,3,37.5
1545,2024-03-18,C022,David Miller,4,59.96
1546,2024-03-14,C013,Patricia Sánchez,8,479.92
1547,2024-03-11,C048,Steven Howard,2,239.98
1548,2024-03-16,C032,Jorge Collins,1,119.99
1549,2024-03-31,C046,Louis Kelly,2,799.98
1550,2024-01-11,C036,Ryan Hughes,9,229.5
1551,2024-02-14,C029,Beatriz Delgado,9,323.91
1552,2024-03-08,C042,Ethan Perry,2,339.98
1553,2024-01-13,C011,Nicole Díaz,9,323.91
1554,2024-01-02,C021,Adriana Román,8,479.92
1555,2024-02-15,C045,Carmen Reyes,9,3599.91
1556,2024-01-01,C032,Jorge Collins,3,899.97
1557,2024-03-21,C043,Raquel Martín,2,71.98
1558,2024-03-26,C008,Robert Brown,1,299.99
1559,2024-03-23,C001,Ana Martínez,1,14.99
1560,2024-02-04,C011,Nicole Díaz,10,1199.8999999999999
1561,2024-01-21,C036,Ryan Hughes,2,39.98
1562,2024-01-14,C042,Ethan Perry,5,62.5
1563,2024-02-25,C023,Sofía Aguilar,1,14.99
1564,2024-03-06,C018,Raymond Green,2,198.0
1565,2024-01-26,C029,Beatriz Delgado,10,7990.0
1566,2024-02-05,C042,Ethan Perry,3,509.97
1567,2024-02-17,C023,Sofía Aguilar,2,119.98
1568,2024-03-05,C037,Cecilia Díaz,9,134.91
1569,2024-01-29,C033,Melissa Woods,1,299.0
1570,2024-03-25,C005,Diana Palacios,2,799.98
1571,2024-02-20,C024,Paul Carter,8,119.92
1572,2024-01-10,C043,Raquel Martín,4,239.96
1573,2024-03-07,C047,Paula Vivas,9,179.91
1574,2024-01-11,C042,Ethan Perry,8,792.0
1575,2024-03-24,C011,Nicole Díaz,9,112.5
1576,2024-01-25,C025,Elena Torres,4,39.96
1577,2024-01-01,C027,Lorena Ramos,9,359.91
1578,2024-03-23,C048,Steven Howard,1,249.99
1579,2024-01-28,C031,Nuria Sandoval,2,51.0
1580,2024-01-14,C047,Paula Vivas,8,159.92
1581,2024-01-09,C021,Adriana Román,2,51.0
1582,2024-03-27,C015,Sonia Reyes,10,99.9
1583,2024-03-06,C038,Tom Sanders,10,149.9
1584,2024-02-08,C043,Raquel Martín,1,99.0
1585,2024-01-25,C042,Ethan Perry,3,899.97
1586,2024-01-09,C027,Lorena Ramos,3,179.97
1587,2024-03-05,C046,Louis Kelly,1,299.99
1588,2024-01-18,C020,Henry Phillips,10,2999.9
1589,2024-01-05,C033,Melissa Woods,8,119.92
1590,2024-01-24,C002,John Smith,3,59.97
1591,2024-02-02,C029,Beatriz Delgado,1,799.0
1592,2024-02-20,C024,Paul Carter,4,143.96
1593,2024-02-29,C024,Paul Carter,9,112.5
1594,2024-03-07,C048,Steven Howard,9,134.91
1595,2024-03-16,C010,Carlos Montes,4,39.96
1596,2024-01-18,C026,Aaron Stewart,4,999.96
1597,2024-02-26,C022,David Miller,1,299.99
1598,2024-01-23,C023,Sofía Aguilar,7,1259.93
1599,2024-03-04,C020,Henry Phillips,8,1199.92
1600,2024-03-13,C017,Lucía Ortiz,4,1199.96
1601,2024-01-02,C041,Elisa Méndez,5,127.5
1602,2024-02-09,C015,Sonia Reyes,8,1999.92
1603,2024-01-05,C005,Diana Palacios,3,59.97
1604,2024-02-14,C043,Raquel Martín,4,50.0
1605,2024-02-09,C016,George Hill,10,99.9
1606,2024-01-23,C035,Luciana Ramos,6,594.0
1607,2024-01-04,C033,Melissa Woods,7,2093.0
1608,2024-03-09,C035,Luciana Ramos,6,594.0
1609,2024-03-25,C037,Cecilia Díaz,1,149.99
1610,2024-03-22,C008,Robert Brown,7,104.93
1611,2024-01-20,C004,James Johnson,2,31.98
1612,2024-03-25,C024,Paul Carter,1,12.5
1613,2024-01-11,C034,Andrés Flores,8,1999.92
1614,2024-02-05,C001,Ana Martínez,2,19.98
1615,2024-01-01,C014,Daniel Walker,1,9.99
1616,2024-01-14,C030,Eduardo Freeman,3,179.97
1617,2024-03-05,C026,Aaron Stewart,3,119.97
1618,2024-03-14,C019,Karina Vega,8,6392.0
1619,2024-02-16,C032,Jorge Collins,1,12.5
1620,2024-03-25,C046,Louis Kelly,10,599.9
1621,2024-01-26,C005,Diana Palacios,10,2999.9
1622,2024-01-03,C034,Andrés Flores,9,7191.0
1623,2024-03-08,C005,Diana Palacios,6,239.94
1624,2024-02-28,C036,Ryan Hughes,10,1699.9
1625,2024-03-01,C045,Carmen Reyes,5,3995.0
1626,2024-01-04,C040,Joseph Edwards,4,39.96
1627,2024-02-05,C013,Patricia Sánchez,7,839.93
1628,2024-02-26,C019,Karina Vega,10,255.0
1629,2024-02-13,C032,Jorge Collins,10,2990.0
1630,2024-03-25,C039,Valeria Vidal,4,239.96
1631,2024-02-20,C038,Tom Sanders,5,1499.95
1632,2024-03-16,C013,Patricia Sánchez,6,1019.94
1633,2024-03-16,C040,Joseph Edwards,8,479.92
1634,2024-03-07,C029,Beatriz Delgado,6,95.94
1635,2024-02-10,C027,Lorena Ramos,4,479.96
1636,2024-01-07,C005,Diana Palacios,5,99.94999999999999
1637,2024-02-26,C011,Nicole Díaz,5,199.95000000000002
1638,2024-01-09,C008,Robert Brown,3,179.97
1639,2024-01-01,C008,Robert Brown,4,1599.96
1640,2024-03-28,C007,Karen Soto,3,2397.0
1641,2024-01-13,C043,Raquel Martín,4,159.96
1642,2024-01-05,C017,Lucía Ortiz,6,1019.94
1643,2024-03-12,C013,Patricia Sánchez,7,419.93
1644,2024-01-17,C009,Isabel Ruiz,5,79.95
1645,2024-01-29,C033,Melissa Woods,8,127.92
1646,2024-02-20,C050,Miguel Cook,10,125.0
1647,2024-02-29,C050,Miguel Cook,2,499.98
1648,2024-02-26,C017,Lucía Ortiz,6,89.94
1649,2024-02-07,C018,Raymond Green,3,539.97
1650,2024-02-14,C012,Michael Davis,10,990.0
1651,2024-01-20,C016,George Hill,4,159.96
1652,2024-02-17,C014,Daniel Walker,7,139.92999999999998
1653,2024-02-18,C008,Robert Brown,2,799.98
1654,2024-01-01,C043,Raquel Martín,7,2099.9300000000003
1655,2024-01-23,C015,Sonia Reyes,8,1359.92
1656,2024-03-24,C037,Cecilia Díaz,8,1359.92
1657,2024-02-21,C049,Rebeca Ponce,9,3599.91
1658,2024-01-28,C041,Elisa Méndez,4,999.96
1659,2024-01-01,C043,Raquel Martín,1,119.99
1660,2024-01-18,C023,Sofía Aguilar,1,99.0
1661,2024-01-19,C034,Andrés Flores,9,89.91
1662,2024-03-04,C029,Beatriz Delgado,6,4794.0
1663,2024-01-03,C044,Chris Butler,6,899.94
1664,2024-02-23,C048,Steven Howard,1,119.99
1665,2024-03-06,C010,Carlos Montes,6,594.0
1666,2024-01-21,C004,James Johnson,1,119.99
1667,2024-01-16,C017,Lucía Ortiz,6,2399.94
1668,2024-01-20,C004,James Johnson,9,323.91
1669,2024-03-30,C030,Eduardo Freeman,1,59.99
1670,2024-02-07,C012,Michael Davis,2,598.0
1671,2024-03-25,C023,Sofía Aguilar,10,255.0
1672,2024-03-27,C004,James Johnson,1,299.99
1673,2024-01-20,C008,Robert Brown,1,99.0
1674,2024-03-16,C050,Miguel Cook,9,112.5
1675,2024-01-04,C010,Carlos Montes,8,1439.92
1676,2024-02-02,C020,Henry Phillips,10,199.89999999999998
1677,2024-01-17,C030,Eduardo Freeman,9,143.91
1678,2024-01-03,C011,Nicole Díaz,8,159.92
1679,2024-03-04,C010,Carlos Montes,10,159.9
1680,2024-01-22,C030,Eduardo Freeman,7,2099.9300000000003
1681,2024-02-11,C008,Robert Brown,1,179.99
1682,2024-03-30,C048,Steven Howard,5,3995.0
1683,2024-02-02,C049,Rebeca Ponce,6,1499.94
1684,2024-03-18,C008,Robert Brown,1,12.5
1685,2024-03-08,C031,Nuria Sandoval,7,2093.0
1686,2024-03-15,C030,Eduardo Freeman,9,7191.0
1687,2024-02-20,C028,Arthur Wright,1,179.99
1688,2024-03-06,C031,Nuria Sandoval,3,179.97
1689,2024-01-27,C003,María Gutiérrez,4,599.96
1690,2024-02-13,C009,Isabel Ruiz,1,149.99
1691,2024-03-09,C035,Luciana Ramos,5,199.95000000000002
1692,2024-01-16,C032,Jorge Collins,6,359.94
1693,2024-02-23,C014,Daniel Walker,5,599.9499999999999
1694,2024-03-25,C040,Joseph Edwards,5,1499.95
1695,2024-02-01,C040,Joseph Edwards,8,3199.92
1696,2024-01-25,C006,Juan López,4,239.96
1697,2024-03-31,C014,Daniel Walker,1,299.0
1698,2024-02-14,C035,Luciana Ramos,9,539.91
1699,2024-03-02,C042,Ethan Perry,6,239.94
1700,2024-02-15,C007,Karen Soto,4,102.0
1701,2024-02-17,C005,Diana Palacios,10,1199.8999999999999
1702,2024-01-12,C021,Adriana Román,5,599.9499999999999
1703,2024-01-03,C028,Arthur Wright,2,599.98
1704,2024-02-01,C046,Louis Kelly,10,255.0
1705,2024-01-18,C015,Sonia Reyes,2,29.98
1706,2024-02-25,C019,Karina Vega,7,279.93
1707,2024-02-28,C009,Isabel Ruiz,3,449.97
1708,2024-03-21,C021,Adriana Román,5,99.94999999999999
1709,2024-02-04,C038,Tom Sanders,6,719.9399999999999
1710,2024-03-04,C004,James Johnson,7,104.93
1711,2024-03-12,C031,Nuria Sandoval,2,239.98
1712,2024-02-20,C007,Karen Soto,5,599.9499999999999
1713,2024-01-10,C008,Robert Brown,9,112.5
1714,2024-03-26,C021,Adriana Román,9,143.91
1715,2024-03-27,C027,Lorena Ramos,1,19.99
1716,2024-01-10,C021,Adriana Román,8,100.0
1717,2024-01-26,C009,Isabel Ruiz,9,7191.0
1718,2024-01-23,C004,James Johnson,8,204.0
1719,2024-03-10,C005,Diana Palacios,10,99.9
1720,2024-02-26,C004,James Johnson,9,359.91
1721,2024-02-10,C049,Rebeca Ponce,2,359.98
1722,2024-03-29,C035,Luciana Ramos,6,153.0
1723,2024-03-19,C042,Ethan Perry,8,287.92
1724,2024-02-21,C048,Steven Howard,3,1199.97
1725,2024-03-01,C046,Louis Kelly,10,599.9
1726,2024-02-06,C008,Robert Brown,3,44.97
1727,2024-02-12,C020,Henry Phillips,4,719.96
1728,2024-03-04,C027,Lorena Ramos,6,899.94
1729,2024-02-29,C007,Karen Soto,6,1499.94
1730,2024-02-23,C013,Patricia Sánchez,1,179.99
1731,2024-01-01,C044,Chris Butler,1,399.99
1732,2024-02-27,C005,Diana Palacios,6,59.94
1733,2024-03-24,C027,Lorena Ramos,8,1199.92
1734,2024-02-21,C034,Andrés Flores,9,1079.9099999999999
1735,2024-03-17,C027,Lorena Ramos,8,479.92
1736,2024-03-13,C004,James Johnson,8,1999.92
1737,2024-02-25,C044,Chris Butler,9,179.91
1738,2024-03-28,C022,David Miller,2,299.98
1739,2024-01-19,C040,Joseph Edwards,6,89.94
1740,2024-03-12,C033,Melissa Woods,5,1499.95
1741,2024-02-11,C039,Valeria Vidal,3,2397.0
1742,2024-03-02,C042,Ethan Perry,6,4794.0
1743,2024-01-20,C002,John Smith,4,159.96
1744,2024-03-17,C020,Henry Phillips,5,299.95
1745,2024-02-21,C020,Henry Phillips,9,539.91
1746,2024-03-18,C034,Andrés Flores,7,2099.9300000000003
1747,2024-02-05,C028,Arthur Wright,5,199.95000000000002
1748,2024-02-05,C032,Jorge Collins,9,539.91
1749,2024-03-16,C032,Jorge Collins,10,149.9
1750,2024-03-29,C002,John Smith,4,479.96
1751,2024-03-20,C043,Raquel Martín,6,2399.94
1752,2024-03-26,C040,Joseph Edwards,9,1079.9099999999999
1753,2024-01-26,C033,Melissa Woods,8,792.0
1754,2024-01-31,C014,Daniel Walker,6,1794.0
1755,2024-01-18,C044,Chris Butler,10,255.0
1756,2024-03-08,C029,Beatriz Delgado,10,990.0
1757,2024-03-02,C039,Valeria Vidal,10,159.9
1758,2024-02-11,C003,María Gutiérrez,3,2397.0
1759,2024-03-14,C036,Ryan Hughes,4,1599.96
1760,2024-03-11,C008,Robert Brown,8,479.92
1761,2024-03-08,C050,Miguel Cook,7,1049.93
1762,2024-01-13,C046,Louis Kelly,5,199.95000000000002
1763,2024-03-23,C037,Cecilia Díaz,5,495.0
1764,2024-02-13,C006,Juan López,6,239.94
1765,2024-01-08,C005,Diana Palacios,5,79.95
1766,2024-02-26,C010,Carlos Montes,1,15.99
1767,2024-02-29,C006,Juan López,9,2699.91
1768,2024-03-26,C024,Paul Carter,4,999.96
1769,2024-01-17,C016,George Hill,5,1249.95
1770,2024-03-19,C011,Nicole Díaz,4,143.96
1771,2024-03-28,C025,Elena Torres,9,1529.91
1772,2024-03-16,C025,Elena Torres,4,102.0
1773,2024-01-08,C017,Lucía Ortiz,1,99.0
1774,2024-03-19,C043,Raquel Martín,7,2099.9300000000003
1775,2024-01-08,C037,Cecilia Díaz,4,79.96
1776,2024-03-26,C037,Cecilia Díaz,1,119.99
1777,2024-01-08,C017,Lucía Ortiz,9,112.5
1778,2024-01-16,C045,Carmen Reyes,1,399.99
1779,2024-02-14,C044,Chris Butler,10,125.0
1780,2024-03-24,C020,Henry Phillips,3,449.97
1781,2024-02-02,C038,Tom Sanders,4,679.96
1782,2024-01-14,C018,Raymond Green,10,399.90000000000003
1783,2024-02-20,C022,David Miller,6,75.0
1784,2024-03-18,C027,Lorena Ramos,4,1196.0
1785,2024-03-08,C050,Miguel Cook,1,12.5
1786,2024-02-27,C006,Juan López,10,159.9
1787,2024-03-15,C032,Jorge Collins,10,125.0
1788,2024-03-19,C035,Luciana Ramos,2,51.0
1789,2024-03-08,C026,Aaron Stewart,2,1598.0
1790,2024-01-30,C031,Nuria Sandoval,8,79.92
1791,2024-03-21,C050,Miguel Cook,10,125.0
1792,2024-01-19,C048,Steven Howard,4,1599.96
1793,2024-01-10,C011,Nicole Díaz,4,239.96
1794,2024-02-14,C032,Jorge Collins,1,799.0
1795,2024-03-23,C024,Paul Carter,5,1495.0
1796,2024-03-18,C010,Carlos Montes,5,79.95
1797,2024-03-13,C037,Cecilia Díaz,6,4794.0
1798,2024-02-29,C037,Cecilia Díaz,6,239.94
1799,2024-03-07,C038,Tom Sanders,6,4794.0
1800,2024-03-21,C032,Jorge Collins,3,897.0
1801,2024-03-03,C042,Ethan Perry,7,839.93
1802,2024-02-08,C011,Nicole Díaz,4,999.96
1803,2024-02-15,C003,María Gutiérrez,6,4794.0
1804,2024-01-23,C039,Valeria Vidal,7,178.5
1805,2024-02-22,C023,Sofía Aguilar,7,87.5
1806,2024-03-02,C048,Steven Howard,8,79.92
1807,2024-01-10,C027,Lorena Ramos,10,1199.8999999999999
1808,2024-01-02,C039,Valeria Vidal,8,6392.0
1809,2024-03-23,C044,Chris Butler,4,239.96
1810,2024-01-19,C035,Luciana Ramos,1,169.99
1811,2024-02-29,C010,Carlos Montes,10,7990.0
1812,2024-01-30,C004,James Johnson,5,599.9499999999999
1813,2024-02-14,C008,Robert Brown,4,479.96
1814,2024-03-22,C020,Henry Phillips,3,37.5
1815,2024-02-07,C026,Aaron Stewart,4,1199.96
1816,2024-03-12,C012,Michael Davis,8,792.0
1817,2024-02-01,C038,Tom Sanders,9,1529.91
1818,2024-03-08,C034,Andrés Flores,7,693.0
1819,2024-03-08,C036,Ryan Hughes,10,2990.0
1820,2024-03-19,C004,James Johnson,8,159.92
1821,2024-03-31,C027,Lorena Ramos,5,99.94999999999999
1822,2024-01-11,C019,Karina Vega,8,6392.0
1823,2024-02-01,C035,Luciana Ramos,1,39.99
1824,2024-01-21,C018,Raymond Green,5,1499.95
1825,2024-01-27,C015,Sonia Reyes,1,299.99
1826,2024-02-01,C036,Ryan Hughes,9,323.91
1827,2024-03-02,C047,Paula Vivas,5,495.0
1828,2024-03-09,C027,Lorena Ramos,9,2691.0
1829,2024-03-01,C043,Raquel Martín,10,1699.9
1830,2024-03-12,C029,Beatriz Delgado,5,1999.95
1831,2024-02-19,C008,Robert Brown,9,2249.91
1832,2024-03-15,C033,Melissa Woods,4,1199.96
1833,2024-03-16,C042,Ethan Perry,7,839.93
1834,2024-03-04,C040,Joseph Edwards,3,107.97
1835,2024-01-17,C033,Melissa Woods,6,594.0
1836,2024-03-17,C018,Raymond Green,1,119.99
1837,2024-03-07,C020,Henry Phillips,6,1019.94
1838,2024-02-08,C005,Diana Palacios,6,215.94
1839,2024-02-03,C039,Valeria Vidal,5,3995.0
1840,2024-03-28,C050,Miguel Cook,3,899.97
1841,2024-01-25,C049,Rebeca Ponce,4,719.96
1842,2024-02-20,C024,Paul Carter,2,119.98
1843,2024-02-20,C028,Arthur Wright,2,25.0
1844,2024-02-07,C043,Raquel Martín,6,594.0
1845,2024-03-31,C034,Andrés Flores,10,1699.9
1846,2024-02-28,C005,Diana Palacios,3,1199.97
1847,2024-01-11,C028,Arthur Wright,1,59.99
1848,2024-03-05,C011,Nicole Díaz,2,799.98
1849,2024-01-03,C032,Jorge Collins,6,89.94
1850,2024-03-21,C018,Raymond Green,4,1199.96
1851,2024-02-27,C027,Lorena Ramos,8,159.92
1852,2024-03-12,C033,Melissa Woods,2,119.98
1853,2024-01-14,C009,Isabel Ruiz,9,112.5
1854,2024-03-28,C047,Paula Vivas,9,3599.91
1855,2024-02-08,C030,Eduardo Freeman,3,297.0
1856,2024-02-18,C001,Ana Martínez,1,15.99
1857,2024-01-05,C023,Sofía Aguilar,1,25.5
1858,2024-01-11,C017,Lucía Ortiz,10,2990.0
1859,2024-01-03,C026,Aaron Stewart,6,1499.94
1860,2024-01-24,C037,Cecilia Díaz,4,50.0
1861,2024-02-21,C022,David Miller,5,74.95
1862,2024-01-05,C004,James Johnson,6,1019.94
1863,2024-03-04,C030,Eduardo Freeman,3,297.0
1864,2024-03-18,C030,Eduardo Freeman,1,9.99
1865,2024-02-21,C032,Jorge Collins,5,1249.95
1866,2024-01-28,C006,Juan López,4,719.96
1867,2024-01-15,C016,George Hill,9,143.91
1868,2024-01-05,C046,Louis Kelly,5,1249.95
1869,2024-03-25,C040,Joseph Edwards,5,199.95000000000002
1870,2024-02-11,C005,Diana Palacios,6,1079.94
1871,2024-01-02,C017,Lucía Ortiz,2,39.98
1872,2024-01-06,C043,Raquel Martín,9,2249.91
1873,2024-03-15,C037,Cecilia Díaz,6,594.0
1874,2024-02-14,C004,James Johnson,3,76.5
1875,2024-02-11,C023,Sofía Aguilar,9,1079.9099999999999
1876,2024-01-13,C045,Carmen Reyes,6,1799.94
1877,2024-02-24,C044,Chris Butler,1,19.99
1878,2024-03-08,C002,John Smith,1,299.99
1879,2024-01-29,C047,Paula Vivas,8,119.92
1880,2024-01-06,C005,Diana Palacios,8,119.92
1881,2024-02-04,C045,Carmen Reyes,3,899.97
1882,2024-02-11,C050,Miguel Cook,6,75.0
1883,2024-02-19,C041,Elisa Méndez,2,19.98
1884,2024-02-17,C027,Lorena Ramos,6,119.94
1885,2024-01-17,C050,Miguel Cook,2,31.98
1886,2024-02-02,C040,Joseph Edwards,6,239.94
1887,2024-01-24,C025,Elena Torres,2,19.98
1888,2024-01-09,C017,Lucía Ortiz,8,479.92
1889,2024-02-20,C044,Chris Butler,3,47.97
1890,2024-01-20,C044,Chris Butler,3,297.0
1891,2024-01-15,C020,Henry Phillips,8,1199.92
1892,2024-03-22,C002,John Smith,5,299.95
1893,2024-01-18,C033,Melissa Woods,3,44.97
1894,2024-02-03,C049,Rebeca Ponce,8,1439.92
1895,2024-01-04,C036,Ryan Hughes,2,119.98
1896,2024-01-16,C050,Miguel Cook,8,792.0
1897,2024-03-14,C026,Aaron Stewart,1,25.5
1898,2024-01-29,C012,Michael Davis,4,1599.96
1899,2024-01-05,C012,Michael Davis,10,1499.9
1900,2024-03-15,C013,Patricia Sánchez,9,7191.0
1901,2024-02-26,C046,Louis Kelly,7,419.93
1902,2024-03-14,C023,Sofía Aguilar,2,31.98
1903,2024-03-15,C042,Ethan Perry,3,29.97
1904,2024-03-13,C006,Juan López,10,399.90000000000003
1905,2024-03-02,C034,Andrés Flores,3,37.5
1906,2024-02-01,C007,Karen Soto,1,249.99
1907,2024-03-06,C011,Nicole Díaz,3,179.97
1908,2024-02-15,C048,Steven Howard,8,319.92
1909,2024-01-20,C042,Ethan Perry,4,59.96
1910,2024-01-16,C013,Patricia Sánchez,10,2499.9
1911,2024-03-19,C031,Nuria Sandoval,2,119.98
1912,2024-01-30,C018,Raymond Green,1,299.0
1913,2024-02-17,C028,Arthur Wright,1,14.99
1914,2024-02-07,C024,Paul Carter,7,419.93
1915,2024-01-29,C024,Paul Carter,10,2499.9
1916,2024-02-02,C018,Raymond Green,5,599.9499999999999
1917,2024-02-25,C007,Karen Soto,8,959.92
1918,2024-02-19,C047,Paula Vivas,3,76.5
1919,2024-03-20,C035,Luciana Ramos,5,849.95
1920,2024-02-10,C042,Ethan Perry,1,59.99
1921,2024-02-18,C022,David Miller,6,153.0
1922,2024-03-11,C009,Isabel Ruiz,9,179.91
1923,2024-02-23,C033,Melissa Woods,8,3199.92
1924,2024-03-14,C010,Carlos Montes,4,1196.0
1925,2024-01-13,C004,James Johnson,6,239.94
1926,2024-03-09,C008,Robert Brown,1,249.99
1927,2024-03-01,C023,Sofía Aguilar,10,125.0
1928,2024-02-29,C037,Cecilia Díaz,7,178.5
1929,2024-02-10,C002,John Smith,1,249.99
1930,2024-03-28,C050,Miguel Cook,4,1599.96
1931,2024-02-03,C030,Eduardo Freeman,8,287.92
1932,2024-03-29,C004,James Johnson,10,7990.0
1933,2024-01-22,C035,Luciana Ramos,10,125.0
1934,2024-03-10,C018,Raymond Green,10,990.0
1935,2024-03-02,C019,Karina Vega,9,2249.91
1936,2024-02-01,C042,Ethan Perry,4,159.96
1937,2024-03-28,C033,Melissa Woods,10,399.90000000000003
1938,2024-01-08,C028,Arthur Wright,1,14.99
1939,2024-01-21,C039,Valeria Vidal,4,1599.96
1940,2024-02-08,C010,Carlos Montes,7,419.93
1941,2024-01-28,C006,Juan López,9,229.5
1942,2024-01-01,C017,Lucía Ortiz,6,215.94
1943,2024-02-13,C046,Louis Kelly,3,59.97
1944,2024-03-06,C026,Aaron Stewart,4,599.96
1945,2024-01-08,C012,Michael Davis,6,239.94
1946,2024-03-28,C024,Paul Carter,8,792.0
1947,2024-02-13,C024,Paul Carter,7,2799.9300000000003
1948,2024-02-07,C013,Patricia Sánchez,6,119.94
1949,2024-03-26,C022,David Miller,2,198.0
1950,2024-03-04,C046,Louis Kelly,8,159.92
1951,2024-01-10,C033,Melissa Woods,7,178.5
1952,2024-02-02,C020,Henry Phillips,10,199.89999999999998
1953,2024-02-25,C036,Ryan Hughes,10,3999.9
1954,2024-02-15,C044,Chris Butler,8,479.92
1955,2024-02-27,C029,Beatriz Delgado,9,89.91
1956,2024-03-26,C010,Carlos Montes,9,1529.91
1957,2024-02-08,C031,Nuria Sandoval,1,35.99
1958,2024-01-28,C038,Tom Sanders,6,119.94
1959,2024-02-12,C046,Louis Kelly,4,396.0
1960,2024-02-10,C039,Valeria Vidal,2,29.98
1961,2024-02-12,C037,Cecilia Díaz,5,74.95
1962,2024-02-23,C043,Raquel Martín,3,29.97
1963,2024-01-24,C016,George Hill,9,7191.0
1964,2024-03-03,C010,Carlos Montes,10,1199.8999999999999
1965,2024-03-31,C040,Joseph Edwards,10,1699.9
1966,2024-02-19,C016,George Hill,6,4794.0
1967,2024-01-30,C002,John Smith,7,693.0
1968,2024-03-23,C004,James Johnson,8,1439.92
1969,2024-02-29,C049,Rebeca Ponce,5,1249.95
1970,2024-01-30,C033,Melissa Woods,1,14.99
1971,2024-02-26,C034,Andrés Flores,10,99.9
1972,2024-02-22,C019,Karina Vega,2,1598.0
1973,2024-02-18,C016,George Hill,1,119.99
1974,2024-03-28,C001,Ana Martínez,3,179.97
1975,2024-03-14,C023,Sofía Aguilar,9,2699.91
1976,2024-01-04,C007,Karen Soto,10,1499.9
1977,2024-03-02,C047,Paula Vivas,10,199.89999999999998
1978,2024-01-23,C031,Nuria Sandoval,10,2990.0
1979,2024-02-15,C031,Nuria Sandoval,10,2999.9
1980,2024-01-14,C035,Luciana Ramos,8,1199.92
1981,2024-03-07,C046,Louis Kelly,6,2399.94
1982,2024-01-26,C034,Andrés Flores,7,1049.93
1983,2024-01-05,C020,Henry Phillips,9,1529.91
1984,2024-01-08,C039,Valeria Vidal,5,299.95
1985,2024-01-07,C040,Joseph Edwards,6,119.94
1986,2024-01-04,C037,Cecilia Díaz,2,1598.0
1987,2024-02-27,C027,Lorena Ramos,5,495.0
1988,2024-03-22,C004,James Johnson,3,539.97
1989,2024-03-01,C008,Robert Brown,4,599.96
1990,2024-03-27,C046,Louis Kelly,6,594.0
1991,2024-02-01,C037,Cecilia Díaz,7,2093.0
1992,2024-01-27,C016,George Hill,10,1499.9
1993,2024-02-02,C004,James Johnson,7,251.93
1994,2024-02-11,C025,Elena Torres,1,14.99
1995,2024-02-17,C038,Tom Sanders,2,299.98
1996,2024-03-17,C010,Carlos Montes,4,999.96
1997,2024-01-01,C002,John Smith,2,799.98
1998,2024-01-18,C003,María Gutiérrez,7,87.5
1999,2024-03-03,C049,Rebeca Ponce,8,204.0
2000,2024-01-28,C030,Eduardo Freeman,9,3599.91
2001,2024-03-16,C047,Paula Vivas,6,89.94
2002,2024-03-22,C026,Aaron Stewart,3,449.97
2003,2024-03-29,C017,Lucía Ortiz,3,2397.0
2004,2024-02-21,C038,Tom Sanders,4,50.0
2005,2024-03-21,C025,Elena Torres,3,29.97
2006,2024-03-15,C030,Eduardo Freeman,7,1259.93
2007,2024-03-09,C007,Karen Soto,10,599.9
2008,2024-02-27,C035,Luciana Ramos,3,539.97
2009,2024-01-19,C047,Paula Vivas,5,495.0
